0,1,2,3,4,5,6
0.10441720485254888,0.030766636127925642,0.00011318920910954589,0.0120193648239882,0.0,0.0,0.9951906401125887
0.08302393555297391,0.06368532775742064,5.999206896722376e-05,0.0003210603869766029,0.0,8.940695822239011e-08,0.9999922706062416
0.23448202012998484,0.1324485540163216,2.4735925108194595e-06,5.900859242677747e-06,0.0,0.004890322196209479,0.9998725844915013
0.1757552623676003,0.07322433589635119,0.00023519990476370093,3.874301522970238e-07,0.0,1.0281800195574863e-05,0.9999865485609154
0.2104187309654844,0.04233881830444139,6.72042302638299e-05,5.066394299268773e-07,1.4901159703731684e-07,1.9073484420776557e-06,0.9999907208856325
0.22161853312528373,0.03773298858950131,6.702541634738512e-05,3.278255134820971e-07,2.086162358522436e-07,1.4603136509657052e-06,0.999991793769131
0.23942619561157638,0.03827616571724644,3.9488073214888964e-05,2.9802319407463367e-07,5.066394299268773e-07,2.5033948302269232e-06,0.9999896480021337
0.25175088642985266,0.038619011633935774,2.8759238228202153e-05,2.086162358522436e-07,9.536742210388278e-07,3.5166736900806776e-06,0.9999880982815246
0.25979477166053766,0.03843638300237525,2.3424623054266208e-05,2.086162358522436e-07,1.5795229285955586e-06,4.112720078229945e-06,0.9999870253980259
0.2645585536847239,0.03819587826074773,2.086162358522436e-05,2.086162358522436e-07,1.9669530808925826e-06,4.440545591712042e-06,0.9999863101423602
0.2669510543235867,0.03793430327719572,1.9788740086555676e-05,1.7881391644478022e-07,2.1457669973373625e-06,4.410743272304579e-06,0.9999858333052496
0.26589033006520774,0.037278473370844396,2.086162358522436e-05,2.086162358522436e-07,2.026557719707509e-06,3.874301522970238e-06,0.9999861313284437
0.15529996156049442,0.025752931828857406,1.7881391644478022e-06,2.682208746671703e-07,0.9997287584980409,2.115964677929899e-05,3.5166736900806776e-06
0.42330458758508727,0.08012828229485772,2.086162358522436e-07,4.172324717044872e-07,0.9999666406115512,0.01219758269404483,0.0
0.23653107880566598,0.11057665942205966,5.3942198127508695e-06,8.940695822239011e-08,0.9825911731413343,0.30814087289723163,0.0
0.09763079881263824,0.06079885362537706,9.736417750418283e-05,0.0,0.08256735572069668,0.9936745365196923,0.0
0.1227488517710403,0.10491204259983322,3.749131781458892e-05,0.0,0.0006913840079337427,0.9999331428045373,0.0
0.11860024928555533,0.11078268287669052,3.150105161368878e-05,0.0,0.00016349552426934405,0.999966044565163,0.0
0.12338596581901806,0.11962550876476372,2.598762252330806e-05,0.0,8.091329719126304e-05,0.9999773694465379,0.0
0.11500960587978971,0.11958041785099885,3.1441446974873854e-05,0.0,7.781385597288686e-05,0.9999714089826564,0.0
0.10035169124187737,0.11757123468293164,4.386901416778608e-05,0.0,9.995697929263214e-05,0.9999493552662949,0.0
0.08473530411369407,0.11412975190115705,6.288289394974771e-05,0.0,0.0001702904530942457,0.9998783065368275,0.0
0.0696675777406455,0.10629114506808768,0.00010359286226034267,0.0,0.0005677043823927697,0.99942852993233,0.0
0.05539226531753055,0.08896324036982191,0.00030547377392649955,0.0,0.012048660503965736,0.9830518573947349,8.940695822239011e-08
0.12134891747925866,0.1118653714465277,0.00023663041609525915,0.0,0.0011868475680828212,0.9998631669585685,0.0
0.22201338409458193,0.1854579448382382,1.069903266727935e-05,0.0,4.2498107475042767e-05,0.9999996615814547,2.9802319407463367e-07
0.22912585734372287,0.1686291396329137,6.7055218666792585e-06,0.0,9.924172362685302e-06,0.9999994827675383,2.682208746671703e-07
0.2512722313300037,0.17419147488472309,5.155801257491163e-06,0.0,7.033347380161355e-06,0.9999996615814547,5.066394299268773e-07
0.25529140232936426,0.1800190806080599,5.48362677097326e-06,0.0,6.765126505494185e-06,0.9999997807907323,6.556510269641942e-07
0.2555623054398572,0.1810519396948734,5.930661562085211e-06,0.0,6.616114908456868e-06,0.9999997807907323,8.344649434089744e-07
0.2534356117143593,0.17792814966969725,6.407498672604624e-06,0.0,6.198882436752381e-06,0.9999997807907323,7.748603045940476e-07
0.24910438059729012,0.17159783837241085,7.033347380161355e-06,0.0,5.811452284455357e-06,0.9999996615814547,6.556510269641942e-07
0.244709610928893,0.16529497501403884,7.68899840712555e-06,0.0,5.543231409788187e-06,0.9999996019768158,5.66244068741804e-07
0.23676472901317583,0.15705785152606944,8.612870308756914e-06,0.0,5.334615173935943e-06,0.9999994231628994,4.172324717044872e-07
0.21984213589711632,0.14520463344948584,1.1026858180761447e-05,0.0,5.543231409788187e-06,0.9999991847443441,2.086162358522436e-07
0.19371223448904912,0.1328356861840715,1.707672902047651e-05,0.0,6.884335783124038e-06,0.9999980522562066,5.960463881492674e-08
