date,city,transaction_number,transaction_value
2017-01-01,Baabda,1562.0364115827408,241.93073488676526
2017-02-01,Baabda,1543.6815947295129,240.36779241153425
2017-03-01,Baabda,1624.2310619321254,246.3427411087199
2017-04-01,Baabda,1550.0879501698598,237.65433601398377
2017-05-01,Baabda,1618.6308670609355,240.8356405325493
2017-06-01,Baabda,1815.780055332747,255.33362085785402
2017-07-01,Baabda,1991.269451778268,255.4923458205439
2017-08-01,Baabda,2064.4671312948417,257.90767076113013
2017-09-01,Baabda,1929.2208737569679,285.828270481108
2017-10-01,Baabda,1709.1876346996237,274.29788354119614
2017-11-01,Baabda,1493.2170765422054,249.50117698687004
2017-12-01,Baabda,1493.480318429287,209.9369721144721
2018-01-01,Baabda,1413.6075160559,206.4886577766045
2018-02-01,Baabda,1161.8292606038458,209.24097242040932
2018-03-01,Baabda,791.8696367163739,195.07332407316983
2018-04-01,Baabda,887.0434800365543,203.41644036131095
2018-05-01,Baabda,1251.5185201291865,207.4955511043795
2018-06-01,Baabda,1386.613888210795,284.3537042356114
2018-07-01,Baabda,1257.8395840646772,300.4042992630564
2018-08-01,Baabda,1295.9748751924237,303.0306888449607
2018-09-01,Baabda,1341.6860921468776,309.323087467526
2018-10-01,Baabda,1450.314882878506,271.04742904905186
2018-11-01,Baabda,1454.7588253059541,294.243653517207
2018-12-01,Baabda,1402.9041405976332,270.665605745148
2019-01-01,Baabda,1560.2433064573888,244.25225229551845
2019-02-01,Baabda,1266.7605512557598,210.78763021057028
2019-03-01,Baabda,774.293565305742,198.990731397559
2019-04-01,Baabda,974.9898600818448,191.77952981894794
2019-05-01,Baabda,1198.1620957103592,191.94425779974682
2019-06-01,Baabda,1270.4721485194166,208.6530086098574
2019-07-01,Baabda,1184.297550723264,208.66575234415342
2019-08-01,Baabda,1137.4063498847634,199.50277685466722
2019-09-01,Baabda,1209.2076997898562,200.43199057483756
2019-10-01,Baabda,1262.7829493403292,206.43369004857368
2019-11-01,Baabda,1276.6535865777712,213.7242402766907
2019-12-01,Baabda,1280.9615159742195,220.2421163167714
2020-01-01,Baabda,1317.3151780761045,228.99880458984475
2020-02-01,Baabda,1419.4001126938592,254.05702511279253
2020-03-01,Baabda,1391.0425291722556,329.46967730279783
2020-04-01,Baabda,1604.3261215662178,332.141103352359
2020-05-01,Baabda,1706.319601588649,289.3329449521285
2020-06-01,Baabda,1606.3600831006324,297.34930709788216
2020-07-01,Baabda,1425.818227594178,280.18437301761355
2020-08-01,Baabda,515.1424118117959,208.65429958149377
2020-09-01,Baabda,688.4951993885695,144.59809434585335
2020-10-01,Baabda,1282.8379999211788,162.7995218892734
2020-11-01,Baabda,1325.4199254009457,184.34641943727343
2020-12-01,Baabda,1266.6709385035642,210.30348818325928
2021-01-01,Baabda,1497.7171243449413,232.5197176398054
2021-02-01,Baabda,1493.2029085181432,232.24114440313198
2021-03-01,Baabda,1648.306076820353,253.59726400695666
2021-04-01,Baabda,1547.6544503568823,249.47670385313512
2021-05-01,Baabda,1440.734748367915,233.06450767034718
2021-06-01,Baabda,1675.7954438274057,232.53795722478193
2021-07-01,Baabda,1735.3357148686782,272.80386050889456
2021-08-01,Baabda,1730.0615262311667,254.67391590922472
2021-09-01,Baabda,1542.6231016518022,244.92646223260476
2021-10-01,Baabda,1093.630059976527,220.82045316740647
2021-11-01,Baabda,973.4851450862855,186.35444282658972
2021-12-01,Baabda,1105.4221772438782,179.59014796480682
2022-01-01,Baabda,924.6223928593657,208.81018440658363
2022-02-01,Baabda,1187.6613938363066,212.24486055123575
2022-03-01,Baabda,1343.729971298136,286.5203419329059
2022-04-01,Baabda,1458.722188357202,323.2391162216139
2022-05-01,Baabda,1437.950023238428,342.4684338243517
2022-06-01,Baabda,1630.8139509522914,298.7524088420805
2022-07-01,Baabda,1595.3715053179867,290.5016246896167
2022-08-01,Baabda,1390.0310739344327,276.1961835626483
2022-09-01,Baabda,784.2344885490851,231.88548171731617
2022-10-01,Baabda,893.5761434114189,181.98158070889454
2022-11-01,Baabda,1232.1255413127778,200.89177012312538
2022-12-01,Baabda,1074.3910167415575,279.55946897581003
2023-01-01,Baabda,1609.5405211421858,251.05110831225176
2023-02-01,Baabda,1502.0114524382893,233.61134481305518
2023-03-01,Baabda,1613.5172021360522,244.59649910357842
2023-04-01,Baabda,1663.098202342821,251.43128101670635
2023-05-01,Baabda,1550.5460023878009,233.1571994338375
2023-06-01,Baabda,1344.5607842291618,232.51613058290155
2023-07-01,Baabda,1002.033501051891,218.5822034291982
2023-08-01,Baabda,1049.1199372619728,183.5606326659021
2023-09-01,Baabda,838.3776633441037,200.72005245303825
2023-10-01,Baabda,1054.094897231284,182.73474278276998
2023-11-01,Baabda,1344.7272585118963,205.6217426591142
2023-12-01,Baabda,1345.466262646997,238.34249766596872
2024-01-01,Baabda,1273.4492045755524,240.7344099138071
2024-02-01,Baabda,1277.7052790039315,240.23923930023125
2024-03-01,Baabda,1252.228054774237,242.98269234587508
2024-04-01,Baabda,1253.2507027510694,226.6966056495071
2024-05-01,Baabda,1152.8838535712557,221.793163410496
2024-06-01,Baabda,1165.186869786301,231.36409515829632
2024-07-01,Baabda,1142.1651766470009,254.8992826720284
2024-08-01,Baabda,1245.4224444158085,263.86132764754194
2024-09-01,Baabda,1178.8814693247662,297.87995176777986
2024-10-01,Baabda,1214.531051470865,325.7857421988435
2024-11-01,Baabda,1313.1484330394392,277.4804237040422
